"";"identificationEtDescription:periodesDeCreationExecution";"identificationEtDescription:auteursExecutantsCollecteurs";"identificationEtDescription:titres";"identificationEtDescription:domaines";"identificationEtDescription:etatActuelDuBien";"identificationEtDescription:materiauxEtTechniques";"identificationEtDescription:mesures";"identificationEtDescription:inscriptions";"identificationEtDescription:millesimesDeCreationExecution";"identificationEtDescription:appellationsVernaculaires";"identificationEtDescription:nbreObjets";"identificationEtDescription:representations";"identificationEtDescription:denominations";"identificationEtDescription:nbreElements";"identificationEtDescription:numeroDInventaire";"identificationEtDescription:mouvement";"identificationEtDescription:techniques";"identificationEtDescription:ecoles";"identificationEtDescription:description";"identificationEtDescription:modesFonctionnement";"identificationEtDescription:autresNumeros";"identificationEtDescription:interetObjet";"identificationEtDescription:numeroDeDepot";"identificationEtDescription:anciensNumeros";"identificationEtDescription:particularites";"identificationEtDescription:etatDuBienHistory";"identificationEtDescription:onomastique";"identificationEtDescription:epoque";"identificationEtDescription:anciennesAttributions";"identificationEtDescription:appellation";"identificationEtDescription:descriptionsAnalytiques";"identificationEtDescription:autresDesignations";"identificationEtDescription:style";"identificationEtDescription:qualiteRealisation";"identificationEtDescription:precisionNumeroDInventaire";"identificationEtDescription:materiaux";"identificationEtDescription:rareteEnCollection";"identificationEtDescription:etatGeneral";"identificationEtDescription:appellations";"identificationEtDescription:etatActuelDuBien ### etat";"identificationEtDescription:etatActuelDuBien ### date";"item ### #text";"item ### precisions";"item ### mesuresSet";"item ### notes";"item ### precision";"item ### periode";"item ### affixe";"item ### traduction";"item ### transliteration";"item ### techniques";"item ### alphabet";"item ### inscription";"item ### type";"item ### justification";"item ### langue";"item ### emplacement";"item ### auteur";"identificationEtDescription:millesimeDeLOriginalCopie ### millesime";"identificationEtDescription:millesimeDeLOriginalCopie ### precision";"identificationEtDescription:millesimeDeLOriginalCopie ### affixe";"identificationEtDescription:millesimeDeLOriginalCopie ### notes";"identificationEtDescription:etatDuBienAcquisisionDepot ### dateConstat";"identificationEtDescription:etatDuBienAcquisisionDepot ### details";"identificationEtDescription:etatDuBienAcquisisionDepot ### etatInitialDuBien";"identificationEtDescription:etatDuBienAcquisisionDepot ### notes";"item ### complement";"item ### periodes";"item ### attribuePar";"item ### lieux";"item ### roles";"item ### millesimes";"item ### lesTechniques";"item ### lesMateriaux";"identificationEtDescription:periodeDeLOriginalCopie ### precision";"identificationEtDescription:periodeDeLOriginalCopie ### periode";"identificationEtDescription:periodeDeLOriginalCopie ### affixe";"identificationEtDescription:periodeDeLOriginalCopie ### notes";"item ### titre";"item ### millesime";"item ### affixes";"item ### denomination";"item ### numero";"item ### description";"item ### ecole";
"a2907b9b-c77b-46ea-9417-a0c6d5af5711";;;;;;;;;;"";"1";"";"";"2008.3.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"125,6c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Sur la traverse centrale, au marqueur noir ###  ### Traverse centrale ###  ### Traverse centrale, au crayon à papier ###  ### Création ###  ### Huile sur toile ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"L. Valtat ###  ### 2008.3.1 ###  ### Galeie Stiébel5 Faubourg Saint-Honoré, Paris 8°Suita (manuscrit) ###  ### ??? de Liège 1921Nom et prénom de l'artiste exposant : Louis ValtatAdresse : 32 avenue de WagramTitre de l'oeuvre : ###  ### Valtat ###  ### Louis Valtat ( 1869-1952)Les Rochers 1910Huile sur toile, 81 x 100Inventaire n°06DEP022Galerie du post-impressionnisme SIM Sarl14 avenue Matignon 75008 Paris ### ";"Signature ###  ### Numéro d'inventaire ###  ### Etiquette imprimée ###  ### Etiquette imprimée ###  ### Inscription ###  ### Etiquette imprimée ###  ### Notice Comité d'acquisition ### ";"";"";"En bas à droite ###  ### Sur le châssis ###  ### Sur le châssis ###  ### Sur le châssis ###  ### Sur le châssis ###  ### Sur le cadre ### ";" ### VALTATLouis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Les Rochers rouges à Agay ### ";"1910 ### ";;;"Le marchand Ambroise Vollard dit : « Un jour, on s’apercevra que Valtat était un grand peintre. »Si la reconnaissance de l’oeuvre de Louis Valtat s’est faite plus tardivement, on s’aperçoit aujourd’hui qu’il fut le plus précoce des peintres fauves, à une époque où le terme même n’existe pas encore. Né la même année que Matisse, Valtat se prononce beaucoup plus tôt que lui pour l’emploi de la couleur pure. Le peintre postule son entrée à l’Ecole des Beaux-Art de Paris dès l’âge de 17 ans et suit l’enseignement de Jules Lefebvre et Benjamin Constant. Il complète ensuite sa formation à l’Académie Julian où il fait la connaissance de Pierre Bonnard et subit l’enthousiasme qui possède alors le groupe des peintres « nabis ». Il dit lui-même que c’est auprès d’eux qu’il rentre en contact avec le réel. Mais contrairement à la plupart des nabis, Valtat ne se tourne pas vers l’illustration mais vers le paysage. Et c’est auprès des peintres fauves normands, Braque, Dufy et Friesz que l’on peut le placer puisqu’il est né à Dieppe et qu’il va fréquemment revenir sur la côte normande pour peindre.C’est en 1894, à Arcachon que Valtat commence à employer des couleurs pures dans ses toiles. Toute sa vie, ce normand épris de clarté va poser son chevalet sur la côte méditerranéenne. En 1895, il est à Collioure- dix ans avant Matisse et Derain- et à Banyuls avec Maillol et De Monfreid, l’ami de Gauguin ; en 1897, à Arcachon et à Agay, puis à Cagnes avec Renoir.Il réalise ses premières peintures fortement colorées dès 1895 qu’il présente au Salon des Indépendants dès l’année suivante. En mars 1899, il figure dans une exposition de groupe organisée par Paul Signac à la galerie Durand-Ruel avec une vingtaine de peintures dont quinze sont regroupées sous le titre « Notations d’Agay, 1899 ». Louis Valtat participe au scandale de la « cage aux fauves » au Salon d’Automne de 1905 avec cinq toiles présentées. Une de ses œuvres est reproduite dans le journal « L’Illustration » à côté de celles de Manguin, Matisse, Derain et Puy.Depuis l’hiver 1897-1898, Valtat et sa femme résident,de l’automne au printemps dans le petit village d’Agay proche de Saint-Raphaël. Le thème des rochers rouges à Agay est récurrent dans son œuvre. Le musée d’Orsay possède une très belle toile impressionniste, peinte en 1900 représentant Les Rochers. A partir de 1903, ce thème est repris dans des œuvres aux coloris très puissants dans lesquelles les rochers se dressent au milieu du bleu de la Méditerranée dans des accords colorés de rouge, de brun orangé et de vert. Valtat associe à une touche épaisse et rapide, une matière rugueuse afin de traduire toute la sensualité sauvage de ces paysages qu’il connaît si bien. Les Rochers de 1910 s’inscrivent dans cette série initiée en 1897 et s’achevant en 1914, date à laquelle Valtat met un terme à ses séjours dans les calanques de l‘Esterel.Géraldine Lefebvre ### ";"
"
"a2995613-c556-479e-83af-d3e33152c872";;;;;;;;"";;"";"1";"";"";"B 186";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";;"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";;"";"";"";"";" ### Commentaire de Laurent Manoeuvre, 2016 ###  ### Datation proposée par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### 1648 ###  ### 151 ###  ### Création ###  ### huile sur carton ### ";"4e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;"";;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"Troupeau de bestiaux ### ";"1880 ###  ### 1888 ### ";"Schmit ###  ### Cohen ### ";;"Etude pour l'embarquement d'un troupeau. Reprise plus détaillée des bateaux à l'arrière plan sur une peinture datée 1885 (Washington, National Gallery of Art). Etudes dessinées conservées dans le fonds d'atelier : RF 17250, RF 1725, RF 17361, RF 17494 (département des arts graphiques du musée du Louvre) ### ";"
"
"a2b3c996-cfce-40a7-840e-1562d2577127";;;;;;;;;;"";"1";"";"";"E 181";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"0,4fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Etiquette d'encadreur Lebas. ###  ### Création ### ";"2e moitié 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";"DelacroixAlhponse Lamotte. ### ";"Signature ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### LAMOTTEAlphonse ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";"gravure ### ";"papier ### ";"";"";"";"";"L'Entrée des croisés à Jérusalem ### ";;;;;"
"
"a2ce472b-edef-423b-b8a8-e58879ad4f44";;;;;;;;"";;"";"1";"";"";"B 176";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";" ### ";" ### 2429 ###  ### 182 ###  ### Création ###  ### huile sur carton ### ";"4e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"Etude de ciel au soleil couchant ### ";"1888 ###  ### 1895 ### ";"Schmit ###  ### Cohen ### ";;;"
"
"a2d0631e-8d7a-46e1-8633-2973480aaa5b";;;;;;;;;;"";"1";"";"";"FNAC 7312";"";"";"";"";"";"";"";"FNAC 7312";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"100.462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### huile sur toile ###  ### date de signature ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"Jacques BLOT 20 ###  ### J. Blot \"l'allée de tilleule\" \"office\" ###  ### 7312 - 1921 M. J. Blot l'allée de tilleuls à?çà x 1m10 peinture ###  ### J. BLOT 0,80 x 112 ### ";"Signé et daté ###  ### Inscription ###  ### Etiquette ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ###  ### Au dos ###  ### Au dos ### ";" ### BLOTJacques Emile ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Allée des tilleuls ### ";"1920 ### ";"A 32 ### ";;;"
"
"a2e7dd88-ba57-4a67-a28c-bbaccc584cb7";;;;;;;;"";"";"";"";"";"";"2019.6.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";;"";;"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"50,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### encre, crayon et aquarelle sur papier ###  ### inscription au revers ### ";"4e quart 19e siècle ### ";" ### titre donné par l'auteur ###  ### vers ### ";;;;;;;;"";;"PRUNIER				Gaston ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aquarelle (dessin) ### ";"papier ### ";"";"";"";"";"Usine près du Havre ### ";"1899 ### ";;;;"
"
"a2ee7ffb-5e16-4082-89fc-881586d78a17";;;;;;;;;;"";"1";"";"31";"2003.3.4";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";" ### sous la direction de Lucien Hervé ###  ### juillet 1956 / (nb : millésime d'exécution du tirage 2003) ### ";"photographie ### ";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"60ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### Sur le support. ###  ### H. 10/417 ###  ### tirage argentique sur papier ###  ### date de prise de vue ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"Lucien HervéLe bassins du commerce. Vue sur les ISAI et le tour de l'hôtel de ville au fond.(1956) - 2003 ### ";"Inscription ### ";"";"";"";" ### Laszlo ELKAN de son vrai nom HERVE (dit)Lucien ###  ### (Atelier Demi-Teinte, Paris)HAIEJean-Pierre ### ";"";"";"";"";"";"";"";"";"";"";"";"Le Havre ### ";"Photographe ###  ### Tireur ### ";"1956-07 ###  ### 2003 ### ";"photographie argentique ### ";"papier photographique ### ";"";"";"";"";"Le Bassin du Commerce, vue sur les ISAI et la tour de l'hôtel de ville au fond ### ";"1956 ### ";"Inv. Lucien HERVE ### ";;;"
"
"a2ef1561-4dd7-4483-8fc3-63ada85a4b6c";;;;;;;;"";;"";"1";"";"";"AM2923D505";"";"";"";"";"";"";"";"AM2923D502";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"36,88f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### gouache sur papier ### ";"4e quart 19e siècle ### ";"";;;;;;;;"";;"DUFYRaoul ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"gouache ### ";"papier ### ";"";"";"";"";"Le Port du Havre ### ";"1898 ### ";;;;"
"
"a2f8ab47-0e45-4939-b12e-6370f4c41334";;;"";;;;;"";"";"";"1";"";"1";"AV 172";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"feca5b42-d17c-45ad-aa3f-b8272a9a983a";;;" ### 73 ###  ### Création ### ";"2e moitié 19e siècle ### ";"";;;;;;;;"";;"BRIANDBernard ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"";"bois ### ";"";"";"";"";"Oiseau mort ### ";;"Ancien numéro ### ";;;"
"
"a309d832-6ac1-47e1-a448-9c000c3ef5dd";;;;;;;;;;"";"";"";"";"2004.3.126";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"40.58acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### Cachet rouge avec les initiales H.E.C. inscrites dans un oval ###  ### 51 ###  ### Création ###  ### Crayon noir sur papier vergé ### ";"4e quart 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";" ### 1 - 76 (sur le cadre en ahut à droite)2 - Senn 513 - MERIQ / Encadreur...4 - BERNHEIM-JEUNE & Cie 83, rue du Faubourg Saint Honoré Paris VIIIe / Exposition rétrospective H.-E. CROSS (avril 1937) / Titre de l'oeuvre : dessin / N° du catalogue : 101 / Appartenant à Monsieur O. Senn.5 - MM BERNHEIM-JEUNE 83, rue du Faubourg Saint Honoré PARIS 8e / BJ exposition _ / Appartenant à _ 19_ 5 M. Senn. ###  ### 1 - (crayon noir sur le cadre en haut à gauche, mais masqué par scotch de montage): 32 (?).2 - (au stylo vert) : C 31. ### ";"Cachet ###  ### Etiquette ###  ### Inscription ### ";"";"";"En bas à droite ###  ### Au dos ###  ### Au dos ### ";" ### pseudonyme d'Henri Edmond Joseph DELACROIXCROSSHenri-Edmond ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"crayon noir ### ";"papier vergé ### ";"";"";"";"";"Couple debout ### ";;"Senn ### ";;;"
"
"a30dfc5d-eb5a-47d7-b15f-6625b9c17d38";;;;;;;;;;"";"1";"";"";"A 111";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### avant 1950 ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"3d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur carton ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"Gustave Duclos ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### DUCLOS				Gustave ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"isorel ### ";"";"";"";"";"Paysage ### ";;;;;"
"
"a3187549-7744-4224-84ec-9b5fca5663fc";;;;;;;;;;"";"1";"";"1";"A 374";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"25,7c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Création ###  ### huile sur toile ### ";"4e quart 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";"Abel Truchet ###  ### + Truchet Paysage Basque 0.24 x 0.33.+ N° 46 Abel TRUCHET médaillé. ###  ### Musée des Beaux-Arts de la ville du Havre. ### ";"Signature ###  ### Etiquette ###  ### Tampon ### ";"";"";"En bas à droite ###  ### Au dos ###  ### Au dos ### ";" ### ABEL-TRUCHETLouis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Paysage basque ### ";;;;;"
"
"a3200bbd-00a4-4749-a673-dfb404e561b8";;;;;;;;;;"";"1";"";"";"186";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"8,5d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur toile ### ";"4e quart 19e siècle ### ";"";"";"";"";"";"J.Paul LAURENS ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### LAURENSJean-Paul ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"L’Interdit ### ";"1875 ### ";;;;"
"
"a3273472-051f-4b61-8a55-e5bae62e73b8";;;"";;;;;"";"";"";"1";"";"";"521";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"bf2236d1-5101-4db4-9180-a844761644b5";;;" ### Création ###  ### Panneau-décoratif ### ";"2e moitié 19e siècle ### ";"";;;;;;;;"";;"BENNEREmmanuel ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture ### ";"panneau ### ";"";"";"";"";"Vénus apparaissant aux grâces ### ";;;;;"
"
"a348ed83-def8-4ccb-8d16-988906a93c09";;;;;;;;;;"";"1";"";"";"2015.0.71";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"22462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### SN 26 ###  ### Création ###  ### huile sur toile ###  ### date de signature ### ";"2e quart 19e siècle ### ";"";"";"";"";"";"";"Signé et daté ### ";"";"";"";" ### ROCHENOIRECharles Julien de la ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Saint Jean Baptiste ### ";"1845 ### ";"Ancien numéro ### ";;;"
"
"a34dc730-a22a-4aa5-bbae-c56763e37a80";;;;;;;;;;"";"1";"";"1";"AD 114";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Cette aquarelle représente sans doute les environs de Morestel, et plus précisément l'étang de Levaz. ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"53,18acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### Création ###  ### Aquarelle sur papier ### ";"2e quart 19e siècle ###  ### 2e moitié 19e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"En bas à droite ### ";" ### RAVIERFrançois Auguste ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"aquarelle (dessin) ### ";"papier ### ";"";"";"";"";"Arbres sur le lac ### ";;;;;"
"
"a35c0abc-8783-4258-ab8a-09454934682d";;;;;;;;"";;"";"1";"";"";"2008.2.10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"95ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### Création ###  ### Gouache sur papier ### ";"4e quart 19e siècle ###  ### 1ère moitié 20e siècle ### ";"";;;;;;;;"";;"AUBURTINJean-Francis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"gouache (peinture) ### ";"papier ### ";"";"";"";"";"Paysage de nuit ### ";;;;;"
"
"a35fb2c5-e2a8-4ba6-973b-7d378fa6c165";;;;;;;;;;"";"1";"";"";"AD 103";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"49ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### Création ###  ### Dessin sur papier ### ";"4e quart 18e siècle ###  ### 1ère moitié 19e siècle ### ";"";"";"";"";"";"Meynier ###  ### Charles Meynier E.F. 1768 - 832. Paris. Elève de Vincent ###  ### Charles NeymierHomme debout de dos 0,30 x 0,50 ###  ### ETUDE D'UN HOMME DRAPE ### ";"Signature ###  ### Inscription ###  ### Etiquette ###  ### Inscription ### ";"";"";"En bas à droite ###  ### En bas ###  ### Au dos ###  ### Au dos ### ";" ### MEYNIERCharles ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"sanguine ### ";"papier ### ";"";"";"";"";"Étude d'un homme drapé ### ";;;;;"
"
"a39d7cd7-1841-4075-b87a-e9df1cd96a1d";;;;;;;;;;"";"1";"";"";"A 132";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"4.4d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur bois ### ";"4e quart 19e siècle ###  ### 1ère moitié 20e siècle ### ";"";"";"";"";"";"E. FOREST ###  ### Musée des Beaux-Arts de la ville du Havre ### ";"Signature ###  ### Tampon ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### FORESTEugène Alfred ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"contreplaqué ### ";"";"";"";"";"Portrait de la fille de l'artiste ### ";;;;;"
"
"a3a7ea1b-3ff3-44b0-b71a-8342712c3bd2";;;;;;;;"";;"";"1";"";"";"FNAC 2551";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sculpture ### ";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"90fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### présumé détruit ### ";"4e quart 19e siècle ###  ### 1er quart 20e siècle ### ";"";;;;;;;;"";;"VERLETRaoul Charles ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"";"plâtre ### ";"";"";"";"";"La Fille prodigue ### ";;;;;"
"
"a3ae3574-2c26-4ccb-b784-1e5e8f5b4a43";;;;;;;;;"";"";"";"";"";"2015.5.14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";;" ### Tirage réalisé par La Chambre Noire à Paris, sous la direction de Bernard Plossu. ###  ### mars ### ";;"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"26.88f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### tirage argentique noir et blanc sur papier, 1/30 ###  ### date de prise de vue ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"Au dos ### ";"PLOSSUBernard ###  ### PLOSSUBernard ###  ### La Chambre Noire ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ###  ### Tireur ### ";"";"tirage argentique noir et blanc ### ";"papier photographique ### ";"";"";"";"";"Le Havre. Mars 2014 ### ";"2014 ### ";;;;"
"
"a3ba62ef-6aff-433c-bcff-7d85919b5774";;;;;;;;;;"";"1";"";"";"83.08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"2462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Lithographie ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"197 / 460 ### ";"Numéroté ### ";"";"";"En bas à gauche ### ";" ### HEURTAUX				André ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier arches ### ";"";"";"";"";"Composition n° 43 ### ";;;;;"
"
"a3c04545-e511-42f0-a5c1-813695922273";;;;;;;;;;"";"1";"";"";"2015.6.72";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";" ### Tirage réalisé par La Chambre Noire à Paris, sous la direction de Bernard Plossu. ###  ### octobre ### ";"photographie ### ";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"17.78f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### N° dépôt ###  ### tirage argentique noir et blanc sur papier, 1/30 ###  ### date de prise de vue ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"Au dos ### ";"PLOSSUBernard ###  ### PLOSSUBernard ###  ### La Chambre Noire ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ###  ### Tireur ### ";"";"tirage argentique noir et blanc ### ";"papier photographique ### ";"";"";"";"";"Le Havre. Octobre 2013 ### ";"2013 ### ";"D 2015.1.12 ### ";;;"
"
"a3c2e8e8-ef84-437d-980f-9ff652bc5ea5";;;;;;;;"";;"";"";"";"";"BD 52";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";;"";"";"";"";" ### Commentaire de Laurent Manoeuvre, 2016 ###  ### Ancien titre : Les Lavandières - - Titre revu par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ###  ### Datation proposée par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"538acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### Création ###  ### graphite sur papier vélin ### ";"3e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;"";;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"graphite ### ";"papier vélin ### ";"";"";"";"";"Lavandières bretonnes ### ";"1857 ###  ### 1858 ### ";;;"Dessin de même sujet conservé dans le fonds d'atelier : RF 17734 (département des arts graphiques du musée du Louvre) ### ";"
"
